legId,searchDate,flightDate,startingAirport,destinationAirport,fareBasisCode,travelDuration,elapsedDays,isBasicEconomy,isRefundable,isNonStop,baseFare,totalFare,seatsRemaining,totalTravelDistance,segmentsDepartureTimeRaw,segmentsArrivalTimeRaw,segmentsAirlineName,segmentsAirlineCode,segmentsEquipmentDescription,segmentsCabinCode
dedf4500f544ed12fecc4ad7b60d4d7d,2022-05-04,2022-06-24,JFK,PHL,G0AJZNN1,PT10H1M,1,False,False,False,267.91,317.2,7,465.0,21:35:00 - 06:00:00,22:46:00 - 07:36:00,American Airlines||American Airlines,AA||AA,AIRBUS INDUSTRIE A321 SHARKLETS||Airbus A321,coach||coach
519c00a797d9a659964f36e6b8285e83,2022-05-12,2022-06-01,IAD,BOS,NUAIZON3,PT10H34M,0,False,False,False,287.44,336.7,10,1055.0,06:40:00 - 14:57:00,08:05:00 - 17:14:00,American Airlines||American Airlines,AA||AA,Airbus A320||Airbus A320,coach||coach
7aadff40888e319f5d12d5acb3cf78fa,2022-05-19,2022-06-06,LGA,DFW,VAA0AHES,PT7H5M,0,False,False,False,254.88,293.1,2,1419.0,09:45:00 - 14:36:00,12:36:00 - 15:50:00,United||United,UA||UA,Airbus A320||Airbus A320,coach||coach
0f922c2a654e9fc63471d8d5e7665f8d,2022-04-23,2022-06-04,DTW,OAK,UAA0OFEN,PT11H50M,0,False,False,False,664.19,742.1,9,2816.0,09:00:00 - 12:24:00 - 16:30:00,10:58:00 - 13:51:00 - 17:50:00,United||United||Delta,UA||UA||DL,Embraer 175 (Enhanced Winglets)||Boeing 737-900||Embraer 175 (Enhanced Winglets),coach||coach||coach
9136694642b5faf3e0364fdbfae84ed0,2022-05-06,2022-06-26,JFK,ATL,KH3AUEY5,PT2H22M,1,False,False,True,251.63,285.1,2,762.0,21:59:00,00:21:00,American Airlines,AA,Airbus A320,coach
400750448775602eda1a1b95cd1dd5c5,2022-05-29,2022-06-28,JFK,ORD,KAUOA0MC,PT9H53M,0,False,False,False,388.84,447.2,9,1492.0,09:51:00 - 17:06:00,12:19:00 - 18:44:00,Delta||United,DL||UA,Canadair Regional Jet 900||Embraer 175 (Enhanced Winglets),coach||coach
38058f263fc28310d40292b88bff1f09,2022-06-03,2022-06-08,MIA,ORD,UA3NA0ML,PT12H35M,1,False,False,False,282.79,333.2,5,1824.0,19:59:00 - 06:00:00,23:07:00 - 07:34:00,Delta||Delta,DL||DL,Boeing 737-800||Airbus A220-100,coach||coach
97345e267389455434e9a3882547abd0,2022-05-01,2022-06-02,BOS,MIA,VAA0OFEN,PT6H,0,False,False,False,265.12,308.6,9,1289.0,17:49:00 - 20:34:00,19:30:00 - 23:49:00,United||United,UA||UA,Airbus A319||Boeing 737-800,coach||coach
fc05d5be83f911093dd6ebc5e605d0fd,2022-04-28,2022-06-18,LGA,ATL,GUAJZNN1,PT7H39M,0,False,False,False,157.21,192.6,7,1320.0,12:30:00 - 17:15:00,14:08:00 - 20:09:00,American Airlines||American Airlines,AA||AA,Boeing 737-800||Airbus A319,coach||coach
29a99085ddb43f071df59b479c1a75b3,2022-05-22,2022-06-19,DEN,DTW,MH7OAVMN,PT22H10M,1,False,False,False,760.93,847.2,7,1392.0,06:00:00 - 22:55:00,08:05:00 - 06:10:00,Alaska Airlines||Alaska Airlines,AS||AS,Boeing 737-900||Boeing 737-900,coach||coach
c3d165d733858f1513edd48efacfd779,2022-06-06,2022-06-08,MIA,OAK,QAA0OKEN,PT19H6M,0,False,False,False,796.29,895.31,9,3275.0,06:15:00 - 13:55:00 - 21:05:00,08:41:00 - 16:20:00 - 22:21:00,United||United||Delta,UA||UA||DL,Boeing 737-800||Boeing 737-900||Embraer 175 (Enhanced Winglets),coach||coach||coach
302bec6b0b1e561c5db58945b75a62c5,2022-06-12,2022-06-24,LAX,DTW,HAA0OKEN,PT7H55M,0,False,False,False,512.56,574.6,2,1985.0,12:40:00 - 21:05:00,18:50:00 - 23:35:00,United||United,UA||UA,Boeing 757-300||Embraer 175 (Enhanced Winglets),coach||coach
f554f12a09bfa1d262f430c2c9c72c21,2022-05-19,2022-06-05,BOS,LAX,E0AJZNN1,PT10H37M,0,False,False,False,548.84,613.6,7,2643.0,12:13:00 - 17:00:00,13:30:00 - 19:50:00,JetBlue Airways||JetBlue Airways,B6||B6,Embraer 190||AIRBUS INDUSTRIE A321 SHARKLETS,coach||coach
3c07807f355728d8ee4fc607f2a9a540,2022-06-04,2022-06-06,LGA,OAK,UAA0OHEN,PT11H,0,False,False,False,686.52,766.11,2,2807.0,14:21:00 - 17:40:00 - 21:05:00,16:40:00 - 19:10:00 - 22:21:00,United||United||Delta,UA||UA||DL,Airbus A319||Boeing 737-800||Embraer 175 (Enhanced Winglets),coach||coach||coach
551435081c45a76be16529becb37ea21,2022-05-05,2022-06-03,BOS,ORD,K0AJZNN1,PT2H51M,0,False,False,True,357.21,398.6,7,862.0,12:33:00,14:24:00,JetBlue Airways,B6,Boeing 737-800,coach
a73d9a908dd9b19f14ae7cdf00c4cb85,2022-05-08,2022-06-05,DEN,BOS,V3AIZNN1,PT10H10M,0,False,False,False,563.72,635.2,1,2206.0,08:21:00 - 15:49:00,11:18:00 - 20:31:00,American Airlines||American Airlines,AA||AA,Airbus A321||Airbus A321,coach||coach
75a4367c653d3ef42ae853a535adf482,2022-05-01,2022-06-11,BOS,EWR,LAVQA0BQ,PT1H25M,0,True,False,True,92.1,113.61,9,185.0,08:25:00,09:50:00,Delta,DL,Embraer 175,coach
5a967d8e8ebd91f7046db850e4d795c3,2022-05-22,2022-06-22,ATL,IAD,UAVTA0MC,PT1H45M,0,False,False,True,189.77,218.6,1,541.0,10:07:00,11:52:00,Delta,DL,Boeing 717,coach
52be4a2ba5a4a9c56245afd9cd9cf8c0,2022-05-20,2022-06-10,CLT,MIA,V7AWZNN1,PT2H5M,0,False,False,True,292.09,327.1,7,652.0,16:39:00,18:44:00,American Airlines,AA,Boeing 737-800,coach
03232ce2200d1e078dc889911bbb467a,2022-05-22,2022-06-25,ORD,IAD,LAA2PHEN,PT10H32M,1,False,False,False,179.54,222.21,7,941.0,19:45:00 - 06:00:00,23:10:00 - 07:17:00,United||United,UA||UA,Airbus A320||,coach||coach
1f35d3f0642e69389f98ca08bc9d4cae,2022-04-18,2022-06-01,LGA,CLT,TAA2AFBN,PT3H56M,0,True,False,False,96.74,127.6,9,548.0,10:15:00 - 12:34:00,11:50:00 - 14:11:00,United||United,UA||UA,||Embraer 175 (Enhanced Winglets),coach||coach
97a005c9fdedef8b08def6e05e21a377,2022-06-09,2022-06-29,LGA,BOS,OL7AUEL1,PT1H24M,0,False,False,True,78.14,98.6,7,185.0,14:00:00,15:24:00,JetBlue Airways,B6,Embraer 190,coach
161937be34b0e6e170e4a2dc42f8a1c9,2022-06-17,2022-06-21,DEN,PHL,G3AIZNN1,PT5H12M,0,False,False,False,305.12,351.6,7,1575.0,05:43:00 - 09:57:00,09:15:00 - 12:55:00,American Airlines||American Airlines,AA||AA,Boeing 737-800||Airbus A321,coach||coach
09853d9b03477bdd89cadb6cd56387fd,2022-04-22,2022-06-19,LGA,DFW,L0AHZNN1,PT3H49M,0,False,False,True,264.19,298.6,7,1380.0,18:29:00,21:18:00,American Airlines,AA,Boeing 737-800,coach
ac1e4bb8f10ede18a18fce586fcaa36c,2022-04-30,2022-06-04,LAX,MIA,LAVOA0MQ,PT12H36M,1,False,False,False,546.98,617.2,1,2539.0,17:30:00 - 07:15:00,00:46:00 - 09:06:00,Delta||Delta,DL||DL,Airbus A321||Boeing 737-900,coach||coach
c731d15f6cd944e98c780d66ddcf9c95,2022-06-04,2022-06-11,JFK,LAX,L7AKZNN1,PT5H54M,0,False,False,True,468.84,518.6,7,2458.0,18:45:00,21:39:00,American Airlines,AA,AIRBUS INDUSTRIE A321 SHARKLETS,coach
fe4bea9cf14b3a39a3dc5b48f1aa680d,2022-05-12,2022-06-09,ATL,MIA,UAA0OKEN,PT6H35M,0,False,False,False,543.25,607.59,4,1649.0,17:24:00 - 20:24:00,18:38:00 - 23:59:00,United||United,UA||UA,Boeing 737-700||Boeing 737-900,coach||coach
439ebc353b99258798d6252e41687560,2022-04-25,2022-06-20,LAX,EWR,K0AJZNN1,PT9H5M,0,False,False,False,393.49,446.6,7,2618.0,00:59:00 - 08:35:00,06:08:00 - 13:04:00,American Airlines||American Airlines,AA||AA,Boeing 737-800||Boeing 737-800,coach||coach
8afc3d70aea845763f43de433d954119,2022-06-02,2022-06-21,CLT,DFW,UA7NR,PT10H52M,0,False,False,False,116.0,222.08,0,1392.0,06:00:00 - 13:58:00,07:47:00 - 15:52:00,Spirit Airlines||Spirit Airlines,NK||NK,Airbus A319||AIRBUS INDUSTRIE A321 SHARKLETS,coach||coach
c36dcd5566b23c6cf2234778e0751704,2022-05-04,2022-06-22,DTW,JFK,UAA0KKEN,PT6H29M,0,False,False,False,464.18,527.09,3,1055.0,06:00:00 - 07:12:00 - 11:10:00,06:27:00 - 10:07:00 - 12:29:00,United||United||Delta,UA||UA||DL,Embraer 175 (Enhanced Winglets)||Boeing 737-700||Embraer 175,coach||coach||coach
948acd57dbf935f64d3d627fb5550a21,2022-05-18,2022-06-30,IAD,LAX,VAA3AKEN,PT9H34M,0,False,False,False,549.77,614.6,6,2339.0,08:45:00 - 12:55:00,09:52:00 - 15:19:00,United||United,UA||UA,Airbus A320||Boeing 737 MAX 9,coach||coach
136f4d905dd674ccd57e5266437a7a69,2022-05-31,2022-06-04,LAX,BOS,QH0JUEL1,PT8H9M,1,False,False,False,426.05,481.6,7,2599.0,21:05:00 - 06:59:00,05:28:00 - 08:14:00,JetBlue Airways||JetBlue Airways,B6||B6,Airbus A320||Embraer 190,coach||coach
e6cb6ed5034b8dc087009cd05b61de9f,2022-05-06,2022-06-08,SFO,EWR,WAG4AHEN,PT8H30M,0,False,False,False,461.39,519.59,9,2797.0,07:00:00 - 10:15:00,08:44:00 - 18:30:00,United||United,UA||UA,Airbus A319||Boeing 777,coach||coach
c89b438b3ba29c68259d4504abb8c25a,2022-04-22,2022-06-02,PHL,DTW,GA21NR,PT10H58M,0,False,False,False,44.2,113.78,0,1392.0,12:25:00 - 20:09:00,15:23:00 - 23:23:00,Spirit Airlines||Spirit Airlines,NK||NK,Airbus A319||Airbus A319,coach||coach
ee630a227f2fe07cbd5ef4737c8c1dbe,2022-05-30,2022-06-04,OAK,ORD,MA3NR,PT5H51M,1,False,False,False,164.0,271.58,0,1392.0,20:52:00 - 23:06:00,22:24:00 - 04:43:00,Spirit Airlines||Spirit Airlines,NK||NK,AIRBUS INDUSTRIE A320 SHARKLETS||,coach||coach
915ff0a3264dc285b28f17ecd7325956,2022-06-03,2022-06-23,MIA,CLT,V7AWZNN1,PT4H11M,0,False,False,False,273.49,317.6,7,663.0,11:00:00 - 13:28:00,12:27:00 - 15:11:00,American Airlines||American Airlines,AA||AA,Boeing 737-800||Airbus A321,coach||coach
1d6b4008c9c8e22886a269e4bd5d5095,2022-05-30,2022-06-09,ATL,DTW,RH0AUEL1,PT6H42M,0,False,False,False,269.78,313.61,7,1247.0,07:14:00 - 12:00:00,09:29:00 - 13:56:00,JetBlue Airways||JetBlue Airways,B6||B6,Airbus A320||Embraer 190,coach||coach
d85b7de3665d6ae8bdfbae0c63d022f2,2022-05-01,2022-06-02,LAX,MIA,HAVOA0MQ,PT10H38M,1,False,False,False,376.74,428.6,9,3037.0,23:59:00 - 08:55:00,05:38:00 - 13:37:00,Delta||Delta,DL||DL,Airbus A321||Airbus A320,coach||coach
6a40fba4864c5ccee02e6af9a82082b2,2022-04-30,2022-06-12,BOS,ATL,WAA0OHEN,PT8H33M,0,False,False,False,370.23,427.2,1,947.0,11:31:00 - 17:30:00,12:52:00 - 20:04:00,United||United,UA||UA,Boeing 737-700||Boeing 737-700,coach||coach
911b51f59548194ee64a813bd2d8df67,2022-05-31,2022-06-10,MIA,DFW,L8AIZNN1,PT7H57M,0,False,False,False,217.67,257.6,3,1289.0,10:10:00 - 16:00:00,12:02:00 - 17:07:00,American Airlines||American Airlines,AA||AA,Airbus A319||Boeing 737-800,coach||coach
d1c30d92084795bca77444f57f813b8c,2022-05-03,2022-06-03,ATL,JFK,KAVOA0MC,PT7H49M,0,False,False,False,396.28,449.6,9,1667.0,15:10:00 - 19:58:00,17:02:00 - 22:59:00,Delta||Delta,DL||DL,Boeing 757||Airbus A321,coach||coach
8cb46c270a323e23a077c99dade81a9c,2022-04-29,2022-06-01,IAD,BOS,QAA4ADEN,PT4H20M,0,False,False,False,328.38,376.61,9,406.0,08:15:00 - 11:00:00,09:39:00 - 12:35:00,United||Delta,UA||DL,||Embraer 175,coach||coach
2ff6a78183e84439482d6851ab56ef4c,2022-05-07,2022-06-06,EWR,PHL,GUAHZNN1,PT5H58M,0,False,False,False,352.57,401.11,7,994.0,11:45:00 - 16:10:00,13:34:00 - 17:43:00,American Airlines||American Airlines,AA||AA,Boeing 737-800||Airbus A321,coach||coach
886ea825aa35ec22fb976ab19ec9251e,2022-05-25,2022-06-20,DFW,ORD,L0AIZNN1,PT2H27M,0,False,False,True,227.91,259.6,6,799.0,06:25:00,08:52:00,American Airlines,AA,Boeing 737-800,coach
91f55a7bdebe5441b7b65b9655df4a85,2022-06-19,2022-06-29,DTW,ORD,S8AHZNN1,PT5H17M,0,False,False,False,127.44,159.1,1,1097.0,07:58:00 - 11:10:00,09:54:00 - 12:15:00,American Airlines||American Airlines,AA||AA,Boeing 737-800||Boeing 737-800,coach||coach
4f04eeaf9aa61e1ed0a048750de0cbb1,2022-05-01,2022-06-08,CLT,LAX,UAA0OKEN,PT8H29M,0,False,False,False,549.76,613.09,9,2337.0,17:26:00 - 20:26:00,18:55:00 - 22:55:00,United||United,UA||UA,Embraer 175 (Enhanced Winglets)||Boeing 737-900,coach||coach
68cdf8f91c4cd3c1487dae6333f6e63f,2022-06-06,2022-06-13,ATL,EWR,RA7NR,PT8H53M,0,False,False,False,26.0,133.58,0,1392.0,15:05:00 - 20:50:00,17:04:00 - 23:58:00,Spirit Airlines||Spirit Airlines,NK||NK,||,coach||coach
503a7ed5c4e11c7a7dfe120398247249,2022-04-28,2022-06-01,DFW,LAX,M7AKZNN1,PT3H23M,0,False,False,True,292.09,328.6,7,1238.0,13:30:00,14:53:00,American Airlines,AA,Airbus A321,coach
b3e973409a1a58025f5a6e03c32b2520,2022-05-01,2022-06-09,BOS,LAX,GVAGZNN1,PT9H44M,0,False,False,False,212.1,251.61,7,3599.0,15:13:00 - 19:30:00,18:49:00 - 21:57:00,American Airlines||American Airlines,AA||AA,||,coach||coach
7730d0e7d48a317032a9d78c930f8b90,2022-05-22,2022-06-09,PHL,DEN,GUAIZNN1,PT11H40M,0,False,False,False,344.46,395.0,7,1717.0,08:35:00 - 14:45:00 - 17:25:00,10:13:00 - 16:35:00 - 18:15:00,American Airlines||Key Lime Air||Key Lime Air,AA||KG||KG,Airbus A321||Embraer RJ145||Embraer RJ145,coach||coach||coach
4b3aff26432f7aa5e41f180af7f6ec7c,2022-05-21,2022-06-15,CLT,BOS,LA0NA0MQ,PT4H39M,0,False,False,False,171.16,206.1,7,730.0,13:55:00 - 17:00:00,15:58:00 - 18:34:00,Delta||Delta,DL||DL,Canadair Regional Jet 900||Embraer 175,coach||coach
39d60e792ae62e650c5351e2a6b0f651,2022-04-22,2022-06-02,BOS,DFW,R7CXNR,PT12H18M,0,False,False,False,50.0,157.58,0,1392.0,06:15:00 - 15:40:00,09:20:00 - 17:33:00,Spirit Airlines||Spirit Airlines,NK||NK,AIRBUS INDUSTRIE A320 SHARKLETS||,coach||coach
cd2932592ce6cef8b77c9ebdb0af0976,2022-06-01,2022-06-12,SFO,JFK,BH0OASMN,PT5H42M,1,False,False,True,682.79,748.6,7,2566.0,23:15:00,07:57:00,Alaska Airlines,AS,AIRBUS INDUSTRIE A321 SHARKLETS,coach
d46e6da8cb4b4ef42daa02dff65aa1e7,2022-05-09,2022-06-17,MIA,LGA,GUAHZNN1,PT6H10M,0,False,False,False,194.42,231.1,7,1197.0,07:20:00 - 11:42:00,09:36:00 - 13:30:00,American Airlines||American Airlines,AA||AA,Boeing 737-800||Boeing 737-800,coach||coach
0fe7346c4c2cb2658ad4ec20747ac294,2022-04-21,2022-06-03,ATL,LGA,L3AHZNN1,PT2H20M,0,False,False,True,226.98,258.6,7,762.0,11:55:00,14:15:00,American Airlines,AA,Embraer 175,coach
4e1849bb423e80c82d5f30d1a6f660ad,2022-04-22,2022-06-11,BOS,DFW,HA0QA0MQ,PT6H54M,0,False,False,False,310.7,357.6,9,1672.0,10:06:00 - 14:47:00,12:53:00 - 16:00:00,Delta||Delta,DL||DL,Airbus A321||Boeing 717,coach||coach
5457968205610b0947957300c19112d3,2022-05-05,2022-06-01,OAK,IAD,KAVOA0MQ,PT11H29M,1,False,False,False,494.89,560.11,3,2433.0,10:01:00 - 15:44:00 - 21:38:00,12:56:00 - 20:00:00 - 00:30:00,Delta||United||United,DL||UA||UA,Embraer 175 (Enhanced Winglets)||Embraer 175 (Enhanced Winglets)||Boeing 757-200,coach||coach||coach
88f499759ca17fe8e83bef302f92a1f4,2022-05-06,2022-06-18,DFW,BOS,QA0NA0MQ,PT7H18M,0,False,False,False,258.6,301.6,9,1672.0,13:00:00 - 18:40:00,16:14:00 - 21:18:00,Delta||Delta,DL||DL,Airbus A321||Boeing 757,coach||coach
dd15789fbd80e1325931c65ec495be65,2022-06-03,2022-06-26,LGA,DFW,Q0AJZNN1,PT3H54M,0,False,False,True,238.14,270.6,3,1380.0,06:40:00,09:34:00,JetBlue Airways,B6,Boeing 737-800,coach
0a6dae4e4d92730b781275716b62c719,2022-06-10,2022-06-28,DFW,LGA,B7AJZNN3,PT3H30M,0,False,False,True,164.65,191.6,7,1380.0,14:47:00,19:17:00,JetBlue Airways,B6,Boeing 737-800,coach
62a8983225a0e6f3feffa90eb6aacb6e,2022-04-25,2022-06-22,LGA,DTW,RVAJZNN3,PT2H11M,0,False,False,True,101.4,123.61,7,485.0,06:55:00,09:06:00,JetBlue Airways,B6,Embraer 175,coach
